#contig_id	CELEG	ECOLI	HSAPI	PAERU	taxonomy	fraction_reads
CELEG.contig_1170	42998	0	1	0	CELEG	1.00
CELEG.contig_1171	6546	0	0	0	CELEG	1.00
CELEG.contig_1172	20548	0	0	0	CELEG	1.00
CELEG.contig_1173	7083	0	0	0	CELEG	1.00
CELEG.contig_1174	9796	0	0	0	CELEG	1.00
CELEG.contig_1175	26590	0	0	0	CELEG	1.00
CELEG.contig_1176	20920	0	0	0	CELEG	1.00
CELEG.contig_1177	1192	0	0	0	CELEG	1.00
CELEG.contig_1178	2006	0	0	0	CELEG	1.00
CELEG.contig_1179	1389	0	0	0	CELEG	1.00
CELEG.contig_118	13238	0	0	0	CELEG	1.00
CELEG.contig_1180	36246	0	0	0	CELEG	1.00
CELEG.contig_1181	54893	0	0	0	CELEG	1.00
CELEG.contig_1182	8437	0	0	0	CELEG	1.00
CELEG.contig_1183	17799	0	0	0	CELEG	1.00
CELEG.contig_1184	5875	0	0	0	CELEG	1.00
CELEG.contig_1185	3692	0	0	0	CELEG	1.00
CELEG.contig_1186	6498	0	0	0	CELEG	1.00
CELEG.contig_1187	75366	0	1	0	CELEG	1.00
CELEG.contig_1188	7959	0	0	0	CELEG	1.00
CELEG.contig_1189	2935	0	0	0	CELEG	1.00
CELEG.contig_119	4243	0	2	0	CELEG	1.00
CELEG.contig_1190	8729	0	0	0	CELEG	1.00
CELEG.contig_1191	37910	0	0	0	CELEG	1.00
CELEG.contig_1192	5247	0	0	0	CELEG	1.00
CELEG.contig_1193	6865	0	0	0	CELEG	1.00
CELEG.contig_1194	6868	0	0	0	CELEG	1.00
CELEG.contig_1195	62599	0	0	0	CELEG	1.00
CELEG.contig_1196	4567	0	0	0	CELEG	1.00
CELEG.contig_1197	13117	0	0	0	CELEG	1.00
CELEG.contig_1198	749	0	0	0	CELEG	1.00
CELEG.contig_1199	823	0	0	0	CELEG	1.00
CELEG.contig_12	39729	0	0	0	CELEG	1.00
CELEG.contig_120	5942	0	0	0	CELEG	1.00
CELEG.contig_1200	40569	0	0	0	CELEG	1.00
CELEG.contig_1201	42327	0	0	0	CELEG	1.00
CELEG.contig_1202	66810	0	0	0	CELEG	1.00
CELEG.contig_1203	15533	0	0	0	CELEG	1.00
CELEG.contig_1204	3890	0	0	0	CELEG	1.00
CELEG.contig_1205	14268	0	0	0	CELEG	1.00
CELEG.contig_1206	4877	0	0	0	CELEG	1.00
CELEG.contig_1207	14108	0	0	0	CELEG	1.00
CELEG.contig_1208	8133	0	0	0	CELEG	1.00
CELEG.contig_1209	14970	0	0	0	CELEG	1.00
CELEG.contig_121	56387	0	0	0	CELEG	1.00
CELEG.contig_1210	6439	0	0	0	CELEG	1.00
CELEG.contig_1211	3315	0	0	0	CELEG	1.00
CELEG.contig_1212	4821	0	0	0	CELEG	1.00
CELEG.contig_1213	1769	0	0	0	CELEG	1.00
CELEG.contig_1214	24297	0	0	0	CELEG	1.00
CELEG.contig_1215	4114	0	0	0	CELEG	1.00
CELEG.contig_1216	518	0	0	0	CELEG	1.00
CELEG.contig_1217	41264	0	0	0	CELEG	1.00
CELEG.contig_1218	5077	0	0	0	CELEG	1.00
CELEG.contig_1219	15188	0	0	0	CELEG	1.00
CELEG.contig_122	12355	0	0	0	CELEG	1.00
CELEG.contig_1220	948	0	0	0	CELEG	1.00
CELEG.contig_1221	1859	0	0	0	CELEG	1.00
CELEG.contig_1222	1292	0	0	0	CELEG	1.00
CELEG.contig_1223	328	0	0	0	CELEG	1.00
CELEG.contig_1224	11260	0	0	0	CELEG	1.00
CELEG.contig_1225	39652	0	0	0	CELEG	1.00
CELEG.contig_1226	8650	0	0	0	CELEG	1.00
CELEG.contig_1227	33375	0	0	0	CELEG	1.00
CELEG.contig_1228	49791	0	0	0	CELEG	1.00
CELEG.contig_1229	5676	0	0	0	CELEG	1.00
CELEG.contig_123	94728	0	0	0	CELEG	1.00
CELEG.contig_1230	11692	0	0	0	CELEG	1.00
CELEG.contig_1231	6036	0	0	0	CELEG	1.00
CELEG.contig_1232	5252	0	0	0	CELEG	1.00
CELEG.contig_1233	1277	0	0	0	CELEG	1.00
CELEG.contig_1234	31613	0	0	0	CELEG	1.00
CELEG.contig_1235	5732	0	0	0	CELEG	1.00
CELEG.contig_1236	27249	0	0	0	CELEG	1.00
CELEG.contig_1237	14826	0	0	0	CELEG	1.00
CELEG.contig_1238	595	0	0	0	CELEG	1.00
CELEG.contig_1239	24044	0	0	0	CELEG	1.00
CELEG.contig_124	31607	0	0	0	CELEG	1.00
CELEG.contig_1240	4651	0	0	0	CELEG	1.00
CELEG.contig_1241	21801	0	0	0	CELEG	1.00
CELEG.contig_1242	3058	0	0	0	CELEG	1.00
CELEG.contig_1243	4227	0	0	0	CELEG	1.00
CELEG.contig_1244	1169	0	0	0	CELEG	1.00
CELEG.contig_1245	1308	0	0	0	CELEG	1.00
CELEG.contig_1246	11272	0	0	0	CELEG	1.00
CELEG.contig_1247	12028	0	0	0	CELEG	1.00
CELEG.contig_1248	2248	0	0	0	CELEG	1.00
CELEG.contig_1249	11967	0	0	0	CELEG	1.00
CELEG.contig_125	7329	0	0	0	CELEG	1.00
CELEG.contig_1250	8817	0	0	0	CELEG	1.00
CELEG.contig_1251	3241	0	0	0	CELEG	1.00
CELEG.contig_1252	1621	0	0	0	CELEG	1.00
CELEG.contig_1253	51530	0	0	0	CELEG	1.00
CELEG.contig_1254	118871	0	0	0	CELEG	1.00
CELEG.contig_1255	912	0	0	0	CELEG	1.00
CELEG.contig_1256	9077	0	0	0	CELEG	1.00
CELEG.contig_1257	50359	0	0	0	CELEG	1.00
CELEG.contig_1258	56945	0	0	0	CELEG	1.00
CELEG.contig_1259	160	0	0	0	CELEG	1.00
CELEG.contig_126	1681	0	0	0	CELEG	1.00
CELEG.contig_1260	2407	0	0	0	CELEG	1.00
CELEG.contig_1261	20840	0	0	0	CELEG	1.00
CELEG.contig_1262	4430	0	0	0	CELEG	1.00
CELEG.contig_1263	33704	0	0	0	CELEG	1.00
CELEG.contig_1264	916	0	0	0	CELEG	1.00
CELEG.contig_1265	11029	0	0	0	CELEG	1.00
CELEG.contig_1266	31962	0	0	0	CELEG	1.00
CELEG.contig_1268	9436	0	0	0	CELEG	1.00
CELEG.contig_1269	15263	0	0	0	CELEG	1.00
CELEG.contig_127	71	0	0	0	CELEG	1.00
CELEG.contig_1270	7338	0	0	0	CELEG	1.00
CELEG.contig_1271	3607	0	0	0	CELEG	1.00
CELEG.contig_1272	5916	0	1	0	CELEG	1.00
CELEG.contig_1273	12720	0	0	0	CELEG	1.00
CELEG.contig_1274	1093	0	0	0	CELEG	1.00
CELEG.contig_1275	29311	0	0	0	CELEG	1.00
CELEG.contig_1276	33813	0	0	0	CELEG	1.00
CELEG.contig_1277	18903	0	0	0	CELEG	1.00
CELEG.contig_1278	1459	0	0	0	CELEG	1.00
CELEG.contig_1279	23486	0	0	0	CELEG	1.00
CELEG.contig_128	37276	0	0	0	CELEG	1.00
CELEG.contig_1280	53776	0	0	0	CELEG	1.00
CELEG.contig_1281	1427	0	0	0	CELEG	1.00
CELEG.contig_1282	6703	0	0	0	CELEG	1.00
CELEG.contig_1283	43304	0	0	0	CELEG	1.00
